,Length,Frequency,Accuracy,Outcome_type,Length_type
502,1,1,0.169633507853403,Physiological-Clinical,Short span length
503,1,1,0.169633507853403,Life-Impact,Short span length
504,1,1,0.169633507853403,Physiological-Clinical,Short span length
505,1,1,0.169633507853403,Physiological-Clinical,Short span length
506,1,1,0.169633507853403,Life-Impact,Short span length
507,1,1,0.169633507853403,Physiological-Clinical,Short span length
508,1,1,0.169633507853403,Physiological-Clinical,Short span length
509,1,1,0.169633507853403,Physiological-Clinical,Short span length
510,1,1,0.169633507853403,Life-Impact,Short span length
511,1,1,0.169633507853403,Physiological-Clinical,Short span length
512,1,1,0.169633507853403,Adverse-effects,Short span length
513,1,1,0.169633507853403,Physiological-Clinical,Short span length
514,1,1,0.169633507853403,Physiological-Clinical,Short span length
515,1,1,0.169633507853403,Physiological-Clinical,Short span length
516,1,1,0.169633507853403,Physiological-Clinical,Short span length
517,1,1,0.169633507853403,Physiological-Clinical,Short span length
518,1,1,0.169633507853403,Physiological-Clinical,Short span length
519,1,1,0.169633507853403,Physiological-Clinical,Short span length
520,1,1,0.169633507853403,Physiological-Clinical,Short span length
521,1,1,0.169633507853403,Physiological-Clinical,Short span length
522,1,1,0.169633507853403,Physiological-Clinical,Short span length
523,1,1,0.169633507853403,Physiological-Clinical,Short span length
524,1,1,0.169633507853403,Physiological-Clinical,Short span length
525,1,1,0.169633507853403,Resource-use,Short span length
526,1,1,0.169633507853403,Life-Impact,Short span length
527,1,1,0.169633507853403,Life-Impact,Short span length
528,1,1,0.169633507853403,Life-Impact,Short span length
529,1,1,0.169633507853403,Life-Impact,Short span length
530,1,1,0.169633507853403,Life-Impact,Short span length
531,1,1,0.169633507853403,Life-Impact,Short span length
532,1,1,0.169633507853403,Physiological-Clinical,Short span length
533,1,1,0.169633507853403,Physiological-Clinical,Short span length
534,1,1,0.169633507853403,Physiological-Clinical,Short span length
535,1,1,0.169633507853403,Life-Impact,Short span length
536,1,1,0.169633507853403,Life-Impact,Short span length
537,1,1,0.169633507853403,Physiological-Clinical,Short span length
538,1,1,0.169633507853403,Physiological-Clinical,Short span length
539,1,1,0.169633507853403,Physiological-Clinical,Short span length
540,1,1,0.169633507853403,Physiological-Clinical,Short span length
541,1,1,0.169633507853403,Physiological-Clinical,Short span length
542,1,1,0.169633507853403,Physiological-Clinical,Short span length
543,1,1,0.169633507853403,Physiological-Clinical,Short span length
544,1,1,0.169633507853403,Physiological-Clinical,Short span length
545,1,1,0.169633507853403,Physiological-Clinical,Short span length
546,1,1,0.169633507853403,Physiological-Clinical,Short span length
547,1,1,0.169633507853403,Physiological-Clinical,Short span length
548,1,1,0.169633507853403,Life-Impact,Short span length
549,1,1,0.169633507853403,Resource-use,Short span length
550,1,1,0.169633507853403,Physiological-Clinical,Short span length
551,1,1,0.169633507853403,Physiological-Clinical,Short span length
552,1,1,0.169633507853403,Physiological-Clinical,Short span length
553,1,1,0.169633507853403,Physiological-Clinical,Short span length
554,1,1,0.169633507853403,Physiological-Clinical,Short span length
555,2,47,0.871794871794872,Adverse-effects,Short span length
556,2,20,1,Physiological-Clinical,Short span length
557,2,15,0.564102564102564,Mortality,Short span length
558,2,13,0.846153846153846,Life-Impact,Short span length
559,2,12,0.387755102040816,Physiological-Clinical,Short span length
560,2,12,0.387755102040816,Physiological-Clinical,Short span length
561,2,12,0.387755102040816,Physiological-Clinical,Short span length
562,2,11,0.825396825396825,Life-Impact,Short span length
563,2,11,0.825396825396825,Physiological-Clinical,Short span length
564,2,10,0.452380952380952,Life-Impact,Short span length
565,2,10,0.452380952380952,Mortality,Short span length
566,2,10,0.452380952380952,Adverse-effects,Short span length
567,2,9,0.61038961038961,Physiological-Clinical,Short span length
568,2,9,0.61038961038961,Physiological-Clinical,Short span length
569,2,9,0.61038961038961,Physiological-Clinical,Short span length
570,2,9,0.61038961038961,Physiological-Clinical,Short span length
571,2,8,0.235294117647059,Adverse-effects,Short span length
572,2,8,0.235294117647059,Physiological-Clinical,Short span length
573,2,7,0.318181818181818,Physiological-Clinical,Short span length
574,2,7,0.318181818181818,Physiological-Clinical,Short span length
575,2,7,0.318181818181818,Physiological-Clinical,Short span length
576,2,7,0.318181818181818,Physiological-Clinical,Short span length
577,2,7,0.318181818181818,Life-Impact,Short span length
578,2,7,0.318181818181818,Physiological-Clinical,Short span length
579,2,7,0.318181818181818,Physiological-Clinical,Short span length
580,2,6,0.4375,Adverse-effects,Short span length
581,2,6,0.4375,Mortality,Short span length
582,2,6,0.4375,Physiological-Clinical,Short span length
583,2,6,0.4375,Physiological-Clinical,Short span length
584,2,6,0.4375,Physiological-Clinical,Short span length
585,2,6,0.4375,Physiological-Clinical,Short span length
586,2,6,0.4375,Physiological-Clinical,Short span length
587,2,6,0.4375,Resource-use,Short span length
588,2,6,0.4375,Life-Impact,Short span length
589,2,6,0.4375,Physiological-Clinical,Short span length
590,2,5,0.264705882352941,Physiological-Clinical,Short span length
591,2,5,0.264705882352941,Physiological-Clinical,Short span length
592,2,5,0.264705882352941,Mortality,Short span length
593,2,5,0.264705882352941,Physiological-Clinical,Short span length
594,2,5,0.264705882352941,Physiological-Clinical,Short span length
595,2,5,0.264705882352941,Physiological-Clinical,Short span length
596,2,5,0.264705882352941,Physiological-Clinical,Short span length
597,2,5,0.264705882352941,Life-Impact,Short span length
598,2,5,0.264705882352941,Physiological-Clinical,Short span length
599,2,5,0.264705882352941,Life-Impact,Short span length
600,2,5,0.264705882352941,Physiological-Clinical,Short span length
601,2,5,0.264705882352941,Adverse-effects,Short span length
602,2,5,0.264705882352941,Life-Impact,Short span length
603,2,5,0.264705882352941,Physiological-Clinical,Short span length
604,2,4,0.321052631578947,Physiological-Clinical,Short span length
605,2,4,0.321052631578947,Physiological-Clinical,Short span length
606,2,4,0.321052631578947,Physiological-Clinical,Short span length
607,2,4,0.321052631578947,Physiological-Clinical,Short span length
608,2,4,0.321052631578947,Physiological-Clinical,Short span length
609,2,4,0.321052631578947,Life-Impact,Short span length
610,2,4,0.321052631578947,Physiological-Clinical,Short span length
611,2,4,0.321052631578947,Physiological-Clinical,Short span length
612,2,4,0.321052631578947,Physiological-Clinical,Short span length
613,2,4,0.321052631578947,Life-Impact,Short span length
614,2,4,0.321052631578947,Life-Impact,Short span length
615,2,4,0.321052631578947,Life-Impact,Short span length
616,2,4,0.321052631578947,Resource-use,Short span length
617,2,4,0.321052631578947,Physiological-Clinical,Short span length
618,2,4,0.321052631578947,Physiological-Clinical,Short span length
619,2,4,0.321052631578947,Physiological-Clinical,Short span length
620,2,4,0.321052631578947,Physiological-Clinical,Short span length
621,2,4,0.321052631578947,Physiological-Clinical,Short span length
622,2,4,0.321052631578947,Physiological-Clinical,Short span length
623,2,4,0.321052631578947,Physiological-Clinical,Short span length
624,2,4,0.321052631578947,Physiological-Clinical,Short span length
625,2,4,0.321052631578947,Physiological-Clinical,Short span length
626,2,4,0.321052631578947,Physiological-Clinical,Short span length
627,2,4,0.321052631578947,Physiological-Clinical,Short span length
628,2,4,0.321052631578947,Physiological-Clinical,Short span length
629,2,4,0.321052631578947,Physiological-Clinical,Short span length
630,2,4,0.321052631578947,Physiological-Clinical,Short span length
631,2,4,0.321052631578947,Life-Impact,Short span length
632,2,4,0.321052631578947,Life-Impact,Short span length
633,2,4,0.321052631578947,Life-Impact,Short span length
634,2,3,0.354938271604938,Physiological-Clinical,Short span length
635,2,3,0.354938271604938,Life-Impact,Short span length
636,2,3,0.354938271604938,Life-Impact,Short span length
637,2,3,0.354938271604938,Physiological-Clinical,Short span length
638,2,3,0.354938271604938,Physiological-Clinical,Short span length
639,2,3,0.354938271604938,Physiological-Clinical,Short span length
640,2,3,0.354938271604938,Physiological-Clinical,Short span length
641,2,3,0.354938271604938,Life-Impact,Short span length
642,2,3,0.354938271604938,Adverse-effects,Short span length
643,2,3,0.354938271604938,Physiological-Clinical,Short span length
644,2,3,0.354938271604938,Physiological-Clinical,Short span length
645,2,3,0.354938271604938,Physiological-Clinical,Short span length
646,2,3,0.354938271604938,Physiological-Clinical,Short span length
647,2,3,0.354938271604938,Physiological-Clinical,Short span length
648,2,3,0.354938271604938,Physiological-Clinical,Short span length
649,2,3,0.354938271604938,Life-Impact,Short span length
650,2,3,0.354938271604938,Physiological-Clinical,Short span length
651,2,3,0.354938271604938,Life-Impact,Short span length
652,2,3,0.354938271604938,Life-Impact,Short span length
653,2,3,0.354938271604938,Physiological-Clinical,Short span length
654,2,3,0.354938271604938,Life-Impact,Short span length
655,2,3,0.354938271604938,Physiological-Clinical,Short span length
656,2,3,0.354938271604938,Physiological-Clinical,Short span length
657,2,3,0.354938271604938,Life-Impact,Short span length
658,2,3,0.354938271604938,Physiological-Clinical,Short span length
659,2,3,0.354938271604938,Physiological-Clinical,Short span length
660,2,3,0.354938271604938,Physiological-Clinical,Short span length
661,2,3,0.354938271604938,Physiological-Clinical,Short span length
662,2,3,0.354938271604938,Life-Impact,Short span length
663,2,3,0.354938271604938,Life-Impact,Short span length
664,2,3,0.354938271604938,Life-Impact,Short span length
665,2,3,0.354938271604938,Resource-use,Short span length
666,2,3,0.354938271604938,Physiological-Clinical,Short span length
667,2,3,0.354938271604938,Physiological-Clinical,Short span length
668,2,3,0.354938271604938,Physiological-Clinical,Short span length
669,2,3,0.354938271604938,Physiological-Clinical,Short span length
670,2,3,0.354938271604938,Physiological-Clinical,Short span length
671,2,3,0.354938271604938,Physiological-Clinical,Short span length
672,2,3,0.354938271604938,Life-Impact,Short span length
673,2,3,0.354938271604938,Life-Impact,Short span length
674,2,3,0.354938271604938,Resource-use,Short span length
675,2,3,0.354938271604938,Physiological-Clinical,Short span length
676,2,3,0.354938271604938,Physiological-Clinical,Short span length
677,2,3,0.354938271604938,Life-Impact,Short span length
678,2,3,0.354938271604938,Life-Impact,Short span length
679,2,3,0.354938271604938,Physiological-Clinical,Short span length
680,2,3,0.354938271604938,Physiological-Clinical,Short span length
681,2,3,0.354938271604938,Physiological-Clinical,Short span length
682,2,3,0.354938271604938,Physiological-Clinical,Short span length
683,2,2,0.221115537848606,Life-Impact,Short span length
684,2,2,0.221115537848606,Life-Impact,Short span length
685,2,2,0.221115537848606,Physiological-Clinical,Short span length
686,2,2,0.221115537848606,Life-Impact,Short span length
687,2,2,0.221115537848606,Physiological-Clinical,Short span length
688,2,2,0.221115537848606,Physiological-Clinical,Short span length
689,2,2,0.221115537848606,Life-Impact,Short span length
690,2,2,0.221115537848606,Physiological-Clinical,Short span length
691,2,2,0.221115537848606,Physiological-Clinical,Short span length
692,2,2,0.221115537848606,Physiological-Clinical,Short span length
693,2,2,0.221115537848606,Adverse-effects,Short span length
694,2,2,0.221115537848606,Physiological-Clinical,Short span length
695,2,2,0.221115537848606,Physiological-Clinical,Short span length
696,2,2,0.221115537848606,Physiological-Clinical,Short span length
697,2,2,0.221115537848606,Physiological-Clinical,Short span length
698,2,2,0.221115537848606,Physiological-Clinical,Short span length
699,2,2,0.221115537848606,Physiological-Clinical,Short span length
700,2,2,0.221115537848606,Physiological-Clinical,Short span length
701,2,2,0.221115537848606,Resource-use,Short span length
702,2,2,0.221115537848606,Physiological-Clinical,Short span length
703,2,2,0.221115537848606,Physiological-Clinical,Short span length
704,2,2,0.221115537848606,Physiological-Clinical,Short span length
705,2,2,0.221115537848606,Life-Impact,Short span length
706,2,2,0.221115537848606,Life-Impact,Short span length
707,2,2,0.221115537848606,Life-Impact,Short span length
708,2,2,0.221115537848606,Life-Impact,Short span length
709,2,2,0.221115537848606,Physiological-Clinical,Short span length
710,2,2,0.221115537848606,Mortality,Short span length
711,2,2,0.221115537848606,Life-Impact,Short span length
712,2,2,0.221115537848606,Physiological-Clinical,Short span length
713,2,2,0.221115537848606,Physiological-Clinical,Short span length
714,2,2,0.221115537848606,Life-Impact,Short span length
715,2,2,0.221115537848606,Mortality,Short span length
716,2,2,0.221115537848606,Physiological-Clinical,Short span length
717,2,2,0.221115537848606,Physiological-Clinical,Short span length
718,2,2,0.221115537848606,Physiological-Clinical,Short span length
719,2,2,0.221115537848606,Physiological-Clinical,Short span length
720,2,2,0.221115537848606,Physiological-Clinical,Short span length
721,2,2,0.221115537848606,Physiological-Clinical,Short span length
722,2,2,0.221115537848606,Physiological-Clinical,Short span length
723,2,2,0.221115537848606,Life-Impact,Short span length
724,2,2,0.221115537848606,Life-Impact,Short span length
725,2,2,0.221115537848606,Physiological-Clinical,Short span length
726,2,2,0.221115537848606,Life-Impact,Short span length
727,2,2,0.221115537848606,Physiological-Clinical,Short span length
728,2,2,0.221115537848606,Physiological-Clinical,Short span length
729,2,2,0.221115537848606,Life-Impact,Short span length
730,2,2,0.221115537848606,Physiological-Clinical,Short span length
731,2,2,0.221115537848606,Physiological-Clinical,Short span length
732,2,2,0.221115537848606,Physiological-Clinical,Short span length
733,2,2,0.221115537848606,Physiological-Clinical,Short span length
734,2,2,0.221115537848606,Physiological-Clinical,Short span length
735,2,2,0.221115537848606,Life-Impact,Short span length
736,2,2,0.221115537848606,Physiological-Clinical,Short span length
737,2,2,0.221115537848606,Physiological-Clinical,Short span length
738,2,2,0.221115537848606,Physiological-Clinical,Short span length
739,2,2,0.221115537848606,Physiological-Clinical,Short span length
740,2,2,0.221115537848606,Physiological-Clinical,Short span length
741,2,2,0.221115537848606,Physiological-Clinical,Short span length
742,2,2,0.221115537848606,Mortality,Short span length
743,2,2,0.221115537848606,Physiological-Clinical,Short span length
744,2,2,0.221115537848606,Physiological-Clinical,Short span length
745,2,2,0.221115537848606,Life-Impact,Short span length
746,2,2,0.221115537848606,Resource-use,Short span length
747,2,2,0.221115537848606,Life-Impact,Short span length
748,2,2,0.221115537848606,Physiological-Clinical,Short span length
749,2,2,0.221115537848606,Physiological-Clinical,Short span length
750,2,2,0.221115537848606,Life-Impact,Short span length
751,2,2,0.221115537848606,Physiological-Clinical,Short span length
752,2,2,0.221115537848606,Life-Impact,Short span length
753,2,2,0.221115537848606,Physiological-Clinical,Short span length
754,2,2,0.221115537848606,Physiological-Clinical,Short span length
755,2,2,0.221115537848606,Physiological-Clinical,Short span length
756,2,2,0.221115537848606,Life-Impact,Short span length
757,2,2,0.221115537848606,Life-Impact,Short span length
758,2,2,0.221115537848606,Resource-use,Short span length
759,2,2,0.221115537848606,Physiological-Clinical,Short span length
760,2,2,0.221115537848606,Life-Impact,Short span length
761,2,2,0.221115537848606,Physiological-Clinical,Short span length
762,2,2,0.221115537848606,Physiological-Clinical,Short span length
763,2,2,0.221115537848606,Physiological-Clinical,Short span length
764,2,2,0.221115537848606,Physiological-Clinical,Short span length
765,2,2,0.221115537848606,Physiological-Clinical,Short span length
766,2,2,0.221115537848606,Physiological-Clinical,Short span length
767,2,2,0.221115537848606,Physiological-Clinical,Short span length
768,2,2,0.221115537848606,Physiological-Clinical,Short span length
769,2,2,0.221115537848606,Life-Impact,Short span length
770,2,2,0.221115537848606,Physiological-Clinical,Short span length
771,2,2,0.221115537848606,Physiological-Clinical,Short span length
772,2,2,0.221115537848606,Physiological-Clinical,Short span length
773,2,2,0.221115537848606,Life-Impact,Short span length
774,2,2,0.221115537848606,Physiological-Clinical,Short span length
775,2,2,0.221115537848606,Physiological-Clinical,Short span length
776,2,2,0.221115537848606,Physiological-Clinical,Short span length
777,2,2,0.221115537848606,Physiological-Clinical,Short span length
778,2,2,0.221115537848606,Physiological-Clinical,Short span length
779,2,2,0.221115537848606,Physiological-Clinical,Short span length
780,2,2,0.221115537848606,Life-Impact,Short span length
781,2,2,0.221115537848606,Physiological-Clinical,Short span length
782,2,2,0.221115537848606,Life-Impact,Short span length
783,2,2,0.221115537848606,Physiological-Clinical,Short span length
784,2,2,0.221115537848606,Physiological-Clinical,Short span length
785,2,2,0.221115537848606,Physiological-Clinical,Short span length
786,2,2,0.221115537848606,Physiological-Clinical,Short span length
787,2,2,0.221115537848606,Physiological-Clinical,Short span length
788,2,2,0.221115537848606,Adverse-effects,Short span length
789,2,2,0.221115537848606,Physiological-Clinical,Short span length
790,2,2,0.221115537848606,Physiological-Clinical,Short span length
791,2,2,0.221115537848606,Physiological-Clinical,Short span length
792,2,2,0.221115537848606,Physiological-Clinical,Short span length
793,2,2,0.221115537848606,Physiological-Clinical,Short span length
794,2,2,0.221115537848606,Physiological-Clinical,Short span length
795,2,2,0.221115537848606,Life-Impact,Short span length
796,2,2,0.221115537848606,Physiological-Clinical,Short span length
797,2,2,0.221115537848606,Physiological-Clinical,Short span length
798,2,2,0.221115537848606,Physiological-Clinical,Short span length
799,2,2,0.221115537848606,Life-Impact,Short span length
800,2,2,0.221115537848606,Life-Impact,Short span length
801,2,2,0.221115537848606,Physiological-Clinical,Short span length
802,2,2,0.221115537848606,Physiological-Clinical,Short span length
803,2,2,0.221115537848606,Physiological-Clinical,Short span length
804,2,2,0.221115537848606,Physiological-Clinical,Short span length
805,2,2,0.221115537848606,Physiological-Clinical,Short span length
806,2,2,0.221115537848606,Life-Impact,Short span length
807,2,1,0.169633507853403,Physiological-Clinical,Short span length
808,2,1,0.169633507853403,Physiological-Clinical,Short span length
809,2,1,0.169633507853403,Physiological-Clinical,Short span length
810,2,1,0.169633507853403,Physiological-Clinical,Short span length
811,2,1,0.169633507853403,Life-Impact,Short span length
812,2,1,0.169633507853403,Life-Impact,Short span length
813,2,1,0.169633507853403,Life-Impact,Short span length
814,2,1,0.169633507853403,Life-Impact,Short span length
815,2,1,0.169633507853403,Life-Impact,Short span length
816,2,1,0.169633507853403,Physiological-Clinical,Short span length
817,2,1,0.169633507853403,Physiological-Clinical,Short span length
818,2,1,0.169633507853403,Physiological-Clinical,Short span length
819,2,1,0.169633507853403,Life-Impact,Short span length
820,2,1,0.169633507853403,Life-Impact,Short span length
821,2,1,0.169633507853403,Physiological-Clinical,Short span length
822,2,1,0.169633507853403,Physiological-Clinical,Short span length
823,2,1,0.169633507853403,Physiological-Clinical,Short span length
824,2,1,0.169633507853403,Physiological-Clinical,Short span length
825,2,1,0.169633507853403,Physiological-Clinical,Short span length
826,2,1,0.169633507853403,Physiological-Clinical,Short span length
827,2,1,0.169633507853403,Physiological-Clinical,Short span length
828,2,1,0.169633507853403,Physiological-Clinical,Short span length
829,2,1,0.169633507853403,Physiological-Clinical,Short span length
830,2,1,0.169633507853403,Physiological-Clinical,Short span length
831,2,1,0.169633507853403,Physiological-Clinical,Short span length
832,2,1,0.169633507853403,Physiological-Clinical,Short span length
833,2,1,0.169633507853403,Physiological-Clinical,Short span length
834,2,1,0.169633507853403,Physiological-Clinical,Short span length
835,2,1,0.169633507853403,Physiological-Clinical,Short span length
836,2,1,0.169633507853403,Physiological-Clinical,Short span length
837,2,1,0.169633507853403,Physiological-Clinical,Short span length
838,2,1,0.169633507853403,Physiological-Clinical,Short span length
839,2,1,0.169633507853403,Physiological-Clinical,Short span length
840,2,1,0.169633507853403,Physiological-Clinical,Short span length
841,2,1,0.169633507853403,Physiological-Clinical,Short span length
842,2,1,0.169633507853403,Physiological-Clinical,Short span length
843,2,1,0.169633507853403,Physiological-Clinical,Short span length
844,2,1,0.169633507853403,Physiological-Clinical,Short span length
845,2,1,0.169633507853403,Physiological-Clinical,Short span length
846,2,1,0.169633507853403,Physiological-Clinical,Short span length
847,2,1,0.169633507853403,Physiological-Clinical,Short span length
848,2,1,0.169633507853403,Physiological-Clinical,Short span length
849,2,1,0.169633507853403,Physiological-Clinical,Short span length
850,2,1,0.169633507853403,Physiological-Clinical,Short span length
851,2,1,0.169633507853403,Life-Impact,Short span length
852,2,1,0.169633507853403,Physiological-Clinical,Short span length
853,2,1,0.169633507853403,Physiological-Clinical,Short span length
854,2,1,0.169633507853403,Physiological-Clinical,Short span length
855,2,1,0.169633507853403,Physiological-Clinical,Short span length
856,2,1,0.169633507853403,Physiological-Clinical,Short span length
857,2,1,0.169633507853403,Physiological-Clinical,Short span length
858,2,1,0.169633507853403,Mortality,Short span length
859,2,1,0.169633507853403,Physiological-Clinical,Short span length
860,2,1,0.169633507853403,Physiological-Clinical,Short span length
861,2,1,0.169633507853403,Physiological-Clinical,Short span length
862,2,1,0.169633507853403,Life-Impact,Short span length
863,2,1,0.169633507853403,Life-Impact,Short span length
864,2,1,0.169633507853403,Life-Impact,Short span length
865,2,1,0.169633507853403,Life-Impact,Short span length
866,2,1,0.169633507853403,Physiological-Clinical,Short span length
867,2,1,0.169633507853403,Physiological-Clinical,Short span length
868,2,1,0.169633507853403,Physiological-Clinical,Short span length
869,2,1,0.169633507853403,Physiological-Clinical,Short span length
870,2,1,0.169633507853403,Physiological-Clinical,Short span length
871,2,1,0.169633507853403,Physiological-Clinical,Short span length
872,2,1,0.169633507853403,Physiological-Clinical,Short span length
873,2,1,0.169633507853403,Physiological-Clinical,Short span length
874,2,1,0.169633507853403,Physiological-Clinical,Short span length
875,2,1,0.169633507853403,Physiological-Clinical,Short span length
876,2,1,0.169633507853403,Physiological-Clinical,Short span length
877,2,1,0.169633507853403,Physiological-Clinical,Short span length
878,2,1,0.169633507853403,Physiological-Clinical,Short span length
879,2,1,0.169633507853403,Life-Impact,Short span length
880,2,1,0.169633507853403,Physiological-Clinical,Short span length
881,2,1,0.169633507853403,Physiological-Clinical,Short span length
882,2,1,0.169633507853403,Physiological-Clinical,Short span length
883,2,1,0.169633507853403,Physiological-Clinical,Short span length
884,2,1,0.169633507853403,Life-Impact,Short span length
885,2,1,0.169633507853403,Life-Impact,Short span length
886,2,1,0.169633507853403,Physiological-Clinical,Short span length
887,2,1,0.169633507853403,Physiological-Clinical,Short span length
888,2,1,0.169633507853403,Mortality,Short span length
889,2,1,0.169633507853403,Mortality,Short span length
890,2,1,0.169633507853403,Physiological-Clinical,Short span length
891,2,1,0.169633507853403,Physiological-Clinical,Short span length
892,2,1,0.169633507853403,Physiological-Clinical,Short span length
893,2,1,0.169633507853403,Physiological-Clinical,Short span length
894,2,1,0.169633507853403,Physiological-Clinical,Short span length
895,2,1,0.169633507853403,Physiological-Clinical,Short span length
896,2,1,0.169633507853403,Physiological-Clinical,Short span length
897,2,1,0.169633507853403,Physiological-Clinical,Short span length
898,2,1,0.169633507853403,Physiological-Clinical,Short span length
899,2,1,0.169633507853403,Physiological-Clinical,Short span length
900,2,1,0.169633507853403,Physiological-Clinical,Short span length
901,2,1,0.169633507853403,Mortality,Short span length
902,2,1,0.169633507853403,Physiological-Clinical,Short span length
903,2,1,0.169633507853403,Physiological-Clinical,Short span length
904,2,1,0.169633507853403,Physiological-Clinical,Short span length
905,2,1,0.169633507853403,Life-Impact,Short span length
906,2,1,0.169633507853403,Physiological-Clinical,Short span length
907,2,1,0.169633507853403,Physiological-Clinical,Short span length
908,2,1,0.169633507853403,Physiological-Clinical,Short span length
909,2,1,0.169633507853403,Physiological-Clinical,Short span length
910,2,1,0.169633507853403,Physiological-Clinical,Short span length
911,2,1,0.169633507853403,Physiological-Clinical,Short span length
912,2,1,0.169633507853403,Physiological-Clinical,Short span length
913,2,1,0.169633507853403,Physiological-Clinical,Short span length
914,2,1,0.169633507853403,Physiological-Clinical,Short span length
915,2,1,0.169633507853403,Life-Impact,Short span length
916,2,1,0.169633507853403,Physiological-Clinical,Short span length
917,2,1,0.169633507853403,Mortality,Short span length
918,2,1,0.169633507853403,Mortality,Short span length
919,2,1,0.169633507853403,Resource-use,Short span length
920,2,1,0.169633507853403,Physiological-Clinical,Short span length
921,2,1,0.169633507853403,Physiological-Clinical,Short span length
922,2,1,0.169633507853403,Physiological-Clinical,Short span length
923,2,1,0.169633507853403,Life-Impact,Short span length
924,2,1,0.169633507853403,Physiological-Clinical,Short span length
925,2,1,0.169633507853403,Life-Impact,Short span length
926,2,1,0.169633507853403,Life-Impact,Short span length
927,2,1,0.169633507853403,Life-Impact,Short span length
928,2,1,0.169633507853403,Physiological-Clinical,Short span length
929,2,1,0.169633507853403,Physiological-Clinical,Short span length
930,2,1,0.169633507853403,Physiological-Clinical,Short span length
931,2,1,0.169633507853403,Physiological-Clinical,Short span length
932,2,1,0.169633507853403,Physiological-Clinical,Short span length
933,2,1,0.169633507853403,Physiological-Clinical,Short span length
934,2,1,0.169633507853403,Physiological-Clinical,Short span length
935,2,1,0.169633507853403,Life-Impact,Short span length
936,2,1,0.169633507853403,Physiological-Clinical,Short span length
937,2,1,0.169633507853403,Life-Impact,Short span length
938,2,1,0.169633507853403,Physiological-Clinical,Short span length
939,2,1,0.169633507853403,Physiological-Clinical,Short span length
940,2,1,0.169633507853403,Physiological-Clinical,Short span length
941,2,1,0.169633507853403,Physiological-Clinical,Short span length
942,2,1,0.169633507853403,Physiological-Clinical,Short span length
943,2,1,0.169633507853403,Physiological-Clinical,Short span length
944,2,1,0.169633507853403,Physiological-Clinical,Short span length
945,2,1,0.169633507853403,Physiological-Clinical,Short span length
946,2,1,0.169633507853403,Life-Impact,Short span length
947,2,1,0.169633507853403,Physiological-Clinical,Short span length
948,2,1,0.169633507853403,Physiological-Clinical,Short span length
949,2,1,0.169633507853403,Physiological-Clinical,Short span length
950,2,1,0.169633507853403,Resource-use,Short span length
951,2,1,0.169633507853403,Physiological-Clinical,Short span length
952,2,1,0.169633507853403,Physiological-Clinical,Short span length
953,2,1,0.169633507853403,Physiological-Clinical,Short span length
954,2,1,0.169633507853403,Physiological-Clinical,Short span length
955,2,1,0.169633507853403,Physiological-Clinical,Short span length
956,2,1,0.169633507853403,Physiological-Clinical,Short span length
957,2,1,0.169633507853403,Physiological-Clinical,Short span length
958,2,1,0.169633507853403,Physiological-Clinical,Short span length
959,2,1,0.169633507853403,Physiological-Clinical,Short span length
960,2,1,0.169633507853403,Physiological-Clinical,Short span length
961,2,1,0.169633507853403,Physiological-Clinical,Short span length
962,2,1,0.169633507853403,Physiological-Clinical,Short span length
963,2,1,0.169633507853403,Physiological-Clinical,Short span length
964,2,1,0.169633507853403,Physiological-Clinical,Short span length
965,2,1,0.169633507853403,Life-Impact,Short span length
966,2,1,0.169633507853403,Physiological-Clinical,Short span length
967,2,1,0.169633507853403,Physiological-Clinical,Short span length
968,2,1,0.169633507853403,Physiological-Clinical,Short span length
969,2,1,0.169633507853403,Physiological-Clinical,Short span length
970,2,1,0.169633507853403,Physiological-Clinical,Short span length
971,2,1,0.169633507853403,Life-Impact,Short span length
972,2,1,0.169633507853403,Life-Impact,Short span length
973,2,1,0.169633507853403,Life-Impact,Short span length
974,2,1,0.169633507853403,Life-Impact,Short span length
975,2,1,0.169633507853403,Physiological-Clinical,Short span length
976,2,1,0.169633507853403,Physiological-Clinical,Short span length
977,2,1,0.169633507853403,Physiological-Clinical,Short span length
978,2,1,0.169633507853403,Physiological-Clinical,Short span length
979,2,1,0.169633507853403,Life-Impact,Short span length
980,2,1,0.169633507853403,Physiological-Clinical,Short span length
981,2,1,0.169633507853403,Physiological-Clinical,Short span length
982,2,1,0.169633507853403,Physiological-Clinical,Short span length
983,2,1,0.169633507853403,Life-Impact,Short span length
984,2,1,0.169633507853403,Physiological-Clinical,Short span length
985,2,1,0.169633507853403,Physiological-Clinical,Short span length
986,2,1,0.169633507853403,Physiological-Clinical,Short span length
987,2,1,0.169633507853403,Resource-use,Short span length
988,2,1,0.169633507853403,Resource-use,Short span length
989,2,1,0.169633507853403,Physiological-Clinical,Short span length
990,2,1,0.169633507853403,Physiological-Clinical,Short span length
991,2,1,0.169633507853403,Life-Impact,Short span length
992,2,1,0.169633507853403,Life-Impact,Short span length
993,2,1,0.169633507853403,Life-Impact,Short span length
994,2,1,0.169633507853403,Life-Impact,Short span length
995,2,1,0.169633507853403,Life-Impact,Short span length
996,2,1,0.169633507853403,Life-Impact,Short span length
997,2,1,0.169633507853403,Life-Impact,Short span length
998,2,1,0.169633507853403,Life-Impact,Short span length
999,2,1,0.169633507853403,Life-Impact,Short span length
1000,2,1,0.169633507853403,Physiological-Clinical,Short span length
